1.400000	0.341052	0.337379	0.339976
1.410000	0.337838	0.334192	0.336818
1.420000	0.334661	0.331042	0.333698
1.430000	0.331521	0.327930	0.330614
1.440000	0.328418	0.324854	0.327567
1.450000	0.325351	0.321815	0.324555
1.460000	0.322321	0.318812	0.321578
1.470000	0.319326	0.315844	0.318636
1.480000	0.316366	0.312911	0.315729
1.490000	0.313440	0.310013	0.312855
1.500000	0.310549	0.307149	0.310016
1.510000	0.307692	0.304318	0.307209
1.520000	0.304869	0.301521	0.304436
1.530000	0.302078	0.298758	0.301695
1.540000	0.299321	0.296026	0.298986
1.550000	0.296595	0.293327	0.296308
1.560000	0.293902	0.290660	0.293662
1.570000	0.291240	0.288024	0.291047
1.580000	0.288609	0.285419	0.288462
1.590000	0.286008	0.282845	0.285907
1.600000	0.283439	0.280301	0.283382
1.610000	0.280899	0.277787	0.280887
1.620000	0.278389	0.275302	0.278420
1.630000	0.275908	0.272846	0.275982
1.640000	0.273456	0.270420	0.273573
1.650000	0.271032	0.268021	0.271191
1.660000	0.268637	0.265650	0.268837
1.670000	0.266269	0.263308	0.266510
1.680000	0.263929	0.260992	0.264209
1.690000	0.261616	0.258703	0.261936
1.700000	0.259329	0.256441	0.259688
1.710000	0.257069	0.254205	0.257466
1.720000	0.254836	0.251995	0.255270
1.730000	0.252627	0.249811	0.253099
1.740000	0.250445	0.247651	0.250953
1.750000	0.248287	0.245517	0.248831
1.760000	0.246154	0.243407	0.246734
1.770000	0.244045	0.241322	0.244660
1.780000	0.241961	0.239260	0.242611
1.790000	0.239900	0.237222	0.240584
1.800000	0.237863	0.235208	0.238580
1.810000	0.235849	0.233216	0.236599
1.820000	0.233858	0.231247	0.234640
1.830000	0.231889	0.229301	0.232704
1.840000	0.229943	0.227376	0.230789
1.850000	0.228019	0.225474	0.228896
1.860000	0.226116	0.223593	0.227024
1.870000	0.224235	0.221733	0.225172
1.880000	0.222375	0.219894	0.223342
1.890000	0.220536	0.218076	0.221532
1.900000	0.218718	0.216278	0.219742
1.910000	0.216920	0.214501	0.217972
1.920000	0.215142	0.212743	0.216222
1.930000	0.213383	0.211005	0.214491
1.940000	0.211645	0.209287	0.212779
1.950000	0.209925	0.207587	0.211086
1.960000	0.208225	0.205907	0.209411
1.970000	0.206543	0.204245	0.207755
1.980000	0.204880	0.202601	0.206117
1.990000	0.203236	0.200976	0.204497
