1.120000	0.443577	0.439183	0.437011	0.439213
1.130000	0.439194	0.434824	0.432676	0.434877
1.140000	0.434858	0.430513	0.428389	0.430589
1.150000	0.430571	0.426250	0.424150	0.426348
1.160000	0.426330	0.422035	0.419958	0.422155
1.170000	0.422137	0.417867	0.415813	0.418008
1.180000	0.417990	0.413746	0.411716	0.413907
1.190000	0.413890	0.409672	0.407664	0.409853
1.200000	0.409836	0.405644	0.403659	0.405844
1.210000	0.405828	0.401662	0.399700	0.401881
1.220000	0.401865	0.397725	0.395786	0.397962
1.230000	0.397947	0.393834	0.391917	0.394089
1.240000	0.394073	0.389987	0.388092	0.390259
1.250000	0.390244	0.386185	0.384311	0.386473
1.260000	0.386458	0.382427	0.380575	0.382731
1.270000	0.382717	0.378712	0.376881	0.379032
1.280000	0.379018	0.375040	0.373231	0.375375
1.290000	0.375361	0.371412	0.369623	0.371761
1.300000	0.371747	0.367825	0.366057	0.368189
1.310000	0.368175	0.364280	0.362533	0.364657
1.320000	0.364644	0.360777	0.359050	0.361167
1.330000	0.361154	0.357315	0.355608	0.357718
1.340000	0.357705	0.353893	0.352206	0.354308
1.350000	0.354296	0.350511	0.348845	0.350939
1.360000	0.350926	0.347170	0.345523	0.347608
1.370000	0.347596	0.343867	0.342239	0.344317
1.380000	0.344305	0.340604	0.338995	0.341064
1.390000	0.341052	0.337379	0.335789	0.337849
1.400000	0.337838	0.334192	0.332620	0.334672
1.410000	0.334661	0.331042	0.329489	0.331532
1.420000	0.331521	0.327930	0.326395	0.328429
1.430000	0.328418	0.324854	0.323338	0.325362
1.440000	0.325351	0.321815	0.320316	0.322331
1.450000	0.322321	0.318812	0.317331	0.319336
1.460000	0.319326	0.315844	0.314380	0.316376
1.470000	0.316366	0.312911	0.311465	0.313450
1.480000	0.313440	0.310013	0.308583	0.310559
1.490000	0.310549	0.307149	0.305736	0.307702
1.500000	0.307692	0.304318	0.302923	0.304878
1.510000	0.304869	0.301521	0.300142	0.302087
1.520000	0.302078	0.298758	0.297395	0.299330
1.530000	0.299321	0.296026	0.294679	0.296604
1.540000	0.296595	0.293327	0.291996	0.293910
1.550000	0.293902	0.290660	0.289344	0.291248
1.560000	0.291240	0.288024	0.286724	0.288617
1.570000	0.288609	0.285419	0.284134	0.286017
1.580000	0.286008	0.282845	0.281575	0.283447
1.590000	0.283439	0.280301	0.279046	0.280907
